Thu Jul 11 15:42:32 2013,,,,,
9887487,450,195199014,,,
9888005,600,195199614,,,
9889209,1650,195201264,,,
9890747,1650,195202914,,,
9891591,900,195203814,,,
9891707,525,195204339,,,
9892543,900,195205239,,,
9892547,1350,195206589,,,
9893379,675,195207264,,,
9893503,825,195208089,,,
9893889,675,195208764,,,
9894013,975,195209739,,,
9895101,1875,195211614,,,
9895105,675,195212289,,,
9896237,600,195212889,,,
9896273,675,195213564,,,
9897361,2025,195215589,,,
9898899,1125,195216714,,,
9899823,1650,195218364,,,
9899859,450,195218814,,,
9900695,900,195219714,,,
9900779,1950,195221664,,,
9901611,600,195222264,,,
9901655,900,195223164,,,
9902121,600,195223764,,,
9902165,600,195224364,,,
9903253,1275,195225639,,,
9903337,1350,195226989,,,
9905007,1200,195228189,,,
9906095,825,195229014,,,
9906131,525,195229539,,,
9906605,450,195229989,,,
9906641,675,195230664,,,
9907565,1425,195232089,,,
9908393,675,195232764,,,
9908437,450,195233214,,,
9909269,1350,195234564,,,
9909353,900,195235464,,,
9910807,2325,195237789,,,
9910891,900,195238689,,,
9911979,825,195239514,,,
9912023,900,195240414,,,
9912463,600,195241014,,,
9912563,675,195241689,,,
9913395,900,195242589,,,
9913423,900,195243489,,,
9914929,900,195244389,,,
9914957,1500,195245889,,,
9916045,825,195246714,,,
9916145,600,195247314,,,
9917237,1050,195248364,,,
9918345,525,195248889,,,
9918859,1275,195250164,,,
9918967,675,195250839,,,
9919799,2550,195253389,,,
9921201,1425,195254814,,,
9921229,1350,195256164,,,
9922061,450,195256614,,,
9922161,450,195257064,,,
9922575,975,195258039,,,
9922675,675,195258714,,,
9923763,1050,195259764,,,
9923791,900,195260664,,,
9924983,600,195261264,,,
9926091,1125,195262389,,,
9927625,2025,195264414,,,
9928457,975,195265389,,,
9928565,1350,195266739,,,
9929168,825,195267564,,,
9930100,825,195268389,,,
9931634,1875,195270264,,,
9932722,450,195270714,,,
9932750,900,195271614,,,
9933322,2100,195273714,,,
9933430,1575,195275289,,,
9934518,600,195275889,,,
9934538,525,195276414,,,
9935032,675,195277089,,,
9935052,975,195278064,,,
9935884,1275,195279339,,,
9935992,900,195280239,,,
9937806,1125,195281364,,,
9938738,450,195281814,,,
9939252,1350,195283164,,,
9939280,525,195283689,,,
9940368,1200,195284889,,,
9941048,675,195285564,,,
9941068,600,195286164,,,
9942156,2625,195288789,,,
9942264,1350,195290139,,,
9943690,1275,195291414,,,
9943798,1125,195292539,,,
9944630,450,195292989,,,
9944650,450,195293439,,,
9945106,600,195294039,,,
9945198,825,195294864,,,
9946286,1200,195296064,,,
9946322,600,195296664,,,
9947824,1425,195298089,,,
9947860,1350,195299439,,,
9948692,450,195299889,,,
9948784,675,195300564,,,
9950168,825,195301389,,,
9951000,450,195301839,,,
9951084,975,195302814,,,
9951510,450,195303264,,,
9951594,750,195304014,,,
9952726,1275,195305289,,,
9953840,825,195306114,,,
9953876,1350,195307464,,,
9954964,600,195308064,,,
9955056,825,195308889,,,
9955474,450,195309339,,,
9955566,825,195310164,,,
9956398,900,195311064,,,
9956434,1125,195312189,,,
9957782,525,195312714,,,
9957866,975,195313689,,,
9958698,1425,195315114,,,
9960236,1275,195316389,,,
9961368,1050,195317439,,,
9961452,825,195318264,,,
9961569,1350,195319614,,,
9962657,675,195320289,,,
9962717,1650,195321939,,,
9964195,525,195322464,,,
9964255,900,195323364,,,
9965155,1875,195325239,,,
9966503,525,195325764,,,
9966555,825,195326589,,,
9967387,750,195327339,,,
9967463,1050,195328389,,,
9967897,1425,195329814,,,
9967973,1050,195330864,,,
9969061,450,195331314,,,
9969113,975,195332289,,,
9970211,900,195333189,,,
9970271,825,195334014,,,
9971359,1125,195335139,,,
9971869,1500,195336639,,,
9972769,450,195337089,,,
9972829,825,195337914,,,
9974169,1350,195339264,,,
9974245,1725,195340989,,,
9975077,525,195341514,,,
9975129,975,195342489,,,
9976615,450,195342939,,,
9976667,825,195343764,,,
9977755,600,195344364,,,
9977831,750,195345114,,,
9978303,2250,195347364,,,
9978307,1950,195349314,,,
9979139,825,195350139,,,
9979263,825,195350964,,,
9980673,450,195351414,,,
9980797,600,195352014,,,
9981885,1425,195353439,,,
9981889,1650,195355089,,,
9982469,675,195355764,,,
9982585,1200,195356964,,,
9983685,1800,195358764,,,
9984199,900,195359664,,,
9985147,900,195360564,,,
9986945,600,195361164,,,
9987069,450,195361614,,,
9987901,1800,195363414,,,
9987905,1425,195364839,,,
9988415,1650,195366489,,,
9988419,1650,195368139,,,
9989507,675,195368814,,,
9989631,975,195369789,,,
9990203,2100,195371889,,,
9991303,2400,195374289,,,
9991419,825,195375114,,,
9992837,450,195375564,,,
9993785,900,195376464,,,
9994370,1125,195377589,,,
9995326,900,195378489,,,
9995330,525,195379014,,,
9996860,675,195379689,,,
9997952,900,195380589,,,
9999160,675,195381264,,,
9999172,600,195381864,,,
10000260,675,195382539,,,
10000376,3225,195385764,,,
10000774,2025,195387789,,,
10000890,975,195388764,,,
10001722,825,195389589,,,
10001734,900,195390489,,,
10003132,675,195391164,,,
10003136,675,195391839,,,
10004092,1800,195393639,,,
10004606,900,195394539,,,
10005698,675,195395214,,,
10006790,900,195396114,,,
10006906,1125,195397239,,,
10007994,825,195398064,,,
10008006,675,195398739,,,
10009528,675,195399414,,,
10009540,675,195400089,,,
10010372,975,195401064,,,
10010488,900,195401964,,,
10010912,900,195402864,,,
10010972,1650,195404514,,,
10012060,450,195404964,,,
10012128,675,195405639,,,
10013598,975,195406614,,,
10013666,450,195407064,,,
10014498,1350,195408414,,,
10014558,1650,195410064,,,
10015386,600,195410664,,,
10015462,900,195411564,,,
10016294,1275,195412839,,,
10016804,1350,195414189,,,
10017944,600,195414789,,,
10018020,600,195415389,,,
10019614,975,195416364,,,
10019682,825,195417189,,,
10020770,1650,195418839,,,
10020830,1800,195420639,,,
10021280,1350,195421989,,,
10021340,900,195422889,,,
10022172,450,195423339,,,
10022240,900,195424239,,,
10023128,1275,195425514,,,
10023960,525,195426039,,,
10024036,900,195426939,,,
10025498,675,195427614,,,
10025574,675,195428289,,,
10026714,1350,195429639,,,
10027830,975,195430614,,,
10027850,675,195431289,,,
10028938,1725,195433014,,,
10029046,675,195433689,,,
10029448,2175,195435864,,,
10029556,975,195436839,,,
10030388,675,195437514,,,
10030408,675,195438189,,,
10031344,600,195438789,,,
10032176,600,195439389,,,
10032204,825,195440214,,,
10033742,600,195440814,,,
10034930,1275,195442089,,,
10035464,1350,195443439,,,
10035572,600,195444039,,,
10036660,450,195444489,,,
10036680,525,195445014,,,
10038198,600,195445614,,,
10038218,675,195446289,,,
10039050,1350,195447639,,,
10039158,1800,195449439,,,
10039986,900,195450339,,,
10040014,450,195450789,,,
10040846,825,195451614,,,
10041356,1350,195452964,,,
10042544,675,195453639,,,
10044052,450,195454089,,,
10044136,600,195454689,,,
10045012,1500,195456189,,,
10045526,900,195457089,,,
10046614,675,195457764,,,
10046698,600,195458364,,,
10047790,975,195459339,,,
10047826,675,195460014,,,
10048914,450,195460464,,,
10049006,675,195461139,,,
10050448,450,195461589,,,
10050540,675,195462264,,,
10051372,1350,195463614,,,
10051408,900,195464514,,,
10051754,750,195465264,,,
10052630,675,195465939,,,
10052714,450,195466389,,,
10054164,825,195467214,,,
10054248,450,195467664,,,
10055336,2100,195469764,,,
10056464,525,195470289,,,
10056556,675,195470964,,,
10057644,1500,195472464,,,
10057680,1350,195473814,,,
10058158,825,195474639,,,
10058194,675,195475314,,,
10059026,450,195475764,,,
10059118,675,195476439,,,
10060713,825,195477264,,,
10060757,450,195477714,,,
10061589,1125,195478839,,,
10061673,825,195479664,,,
10062103,1125,195480789,,,
10062187,825,195481614,,,
10063275,450,195482064,,,
10063319,975,195483039,,,
10063891,1350,195484389,,,
10065071,1200,195485589,,,
10065107,825,195486414,,,
10066605,675,195487089,,,
10066641,450,195487539,,,
10067473,750,195488289,,,
10068375,1350,195489639,,,
10068459,975,195490614,,,
10069291,600,195491214,,,
10069335,600,195491814,,,
10070825,825,195492639,,,
10070869,525,195493164,,,
10071957,1050,195494214,,,
10072041,1650,195495864,,,
10072621,825,195496689,,,
10072657,600,195497289,,,
10073837,1350,195498639,,,
10074351,900,195499539,,,
10075183,450,195499989,,,
10075219,975,195500964,,,
10076683,600,195501564,,,
10076791,600,195502164,,,
10077879,2025,195504189,,,
10078389,1125,195505314,,,
10079241,525,195505839,,,
10080689,1125,195506964,,,
10080717,825,195507789,,,
10081549,450,195508239,,,
10081649,675,195508914,,,
10083087,450,195509364,,,
10083187,525,195509889,,,
10084275,1200,195511089,,,
10084303,750,195511839,,,
10084425,2325,195514164,,,
10085513,600,195514764,,,
10085621,1275,195516039,,,
10087159,600,195516639,,,
10088011,750,195517389,,,
10089359,600,195517989,,,
10089459,450,195518439,,,
10090291,1425,195519864,,,
10090319,675,195520539,,,
10090801,1575,195522114,,,
10090829,750,195522864,,,
10091917,525,195523389,,,
10092017,600,195523989,,,
10092598,825,195524814,,,
10093706,825,195525639,,,
10095240,900,195526539,,,
10095348,450,195526989,,,
10096180,1200,195528189,,,
10097548,600,195528789,,,
10097648,450,195529239,,,
10098480,825,195530064,,,
10098508,600,195530664,,,
10098994,1800,195532464,,,
10099022,1350,195533814,,,
10100110,600,195534414,,,
10100210,525,195534939,,,
10101364,450,195535389,,,
10102472,2100,195537489,,,
10102986,1650,195539139,,,
10103178,2429,195541568,,,
10103818,525,195542093,,,
10103926,1350,195543443,,,
10105266,750,195544193,,,
10105294,825,195545018,,,
10106126,675,195545693,,,
10106226,675,195546368,,,
10107660,675,195547043,,,
10107760,600,195547643,,,
10108848,750,195548393,,,
10108876,1425,195549818,,,
10109332,2550,195552368,,,
10109416,1050,195553418,,,
10110248,525,195553943,,,
10110292,675,195554618,,,
10111786,600,195555218,,,
10111830,600,195555818,,,
10112918,825,195556643,,,
10113002,1425,195558068,,,
10113582,675,195558743,,,
10113618,450,195559193,,,
10114706,1275,195560468,,,
10115216,1125,195561593,,,
10116140,1875,195563468,,,
10116176,450,195563918,,,
10118058,675,195564593,,,
10118102,525,195565118,,,
10118934,1050,195566168,,,
10119018,1425,195567593,,,
10119444,900,195568493,,,
10119528,1725,195570218,,,
10120616,450,195570668,,,
10120660,675,195571343,,,
10121325,1350,195572693,,,
10122413,975,195573668,,,
10122449,450,195574118,,,
10123951,450,195574568,,,
10123987,825,195575393,,,
10124911,750,195576143,,,
10125526,1125,195577268,,,
10126358,450,195577718,,,
10126442,975,195578693,,,
10127896,825,195579518,,,
10127980,450,195579968,,,
10129112,600,195580568,,,
10130196,900,195581468,,,
10130288,600,195582068,,,
10131376,1800,195583868,,,
10131412,900,195584768,,,
10131886,1275,195586043,,,
10131922,1200,195587243,,,
10132754,600,195587843,,,
10132846,675,195588518,,,
10134168,675,195589193,,,
10134252,450,195589643,,,
10135084,750,195590393,,,
10135594,900,195591293,,,
10136726,600,195591893,,,
10136810,525,195592418,,,
10137902,1725,195594143,,,
10137938,900,195595043,,,
10139026,600,195595643,,,
10139118,975,195596618,,,
10140564,900,195597518,,,
10140656,675,195598193,,,
10141488,900,195599093,,,
10141524,975,195600068,,,
10141964,750,195600818,,,
10142072,600,195601418,,,
10143160,525,195601943,,,
10143180,450,195602393,,,
10144694,600,195602993,,,
10144714,675,195603668,,,
10145546,825,195604493,,,
10145654,900,195605393,,,
10146510,600,195605993,,,
10147442,1800,195607793,,,
10147956,825,195608618,,,
10149044,600,195609218,,,
10149072,600,195609818,,,
10150710,450,195610268,,,
10150730,450,195610718,,,
10151818,1725,195612443,,,
10151926,1200,195613643,,,
10152332,1350,195614993,,,
10152440,1575,195616568,,,
10153272,600,195617168,,,
10153292,675,195617843,,,
10154128,825,195618668,,,
10155060,525,195619193,,,
10156594,825,195620018,,,
10156622,600,195620618,,,
10157710,1125,195621743,,,
10158878,900,195622643,,,
10158946,450,195623093,,,
10160034,1500,195624593,,,
10160094,1575,195626168,,,
10160548,2475,195628643,,,
10160608,1275,195629918,,,
10161440,825,195630743,,,
10161508,525,195631268,,,
10162344,600,195631868,,,
10163228,975,195632843,,,
10163304,450,195633293,,,
10164762,1425,195634718,,,
10164838,600,195635318,,,
10165926,900,195636218,,,
10166564,1875,195638093,,,
10166624,825,195638918,,,
10167712,675,195639593,,,
10167780,600,195640193,,,
10169246,675,195640868,,,
10169314,525,195641393,,,
10170146,750,195642143,,,
10170206,600,195642743,,,
10171034,975,195643718,,,
10171110,450,195644168,,,
10171994,2175,195646343,,,
10172508,825,195647168,,,
10173596,675,195647843,,,
10173672,750,195648593,,,
10175168,900,195649493,,,
10176004,900,195650393,,,
10176514,1200,195651593,,,
10176834,152,195651745,,,
10177726,900,195652645,,,
10177730,600,195653245,,,
10178822,1875,195655120,,,
10178938,1875,195656995,,,
10180026,675,195657670,,,
10180038,675,195658345,,,
10181564,825,195659170,,,
10181576,675,195659845,,,
10182408,1125,195660970,,,
10182524,1350,195662320,,,
10182910,1350,195663670,,,
10183746,600,195664270,,,
10185280,675,195664945,,,
10185284,1125,195666070,,,
10186496,1125,195667195,,,
10187580,675,195667870,,,
10187592,825,195668695,,,
10188680,975,195669670,,,
10188796,1800,195671470,,,
10189190,3225,195674695,,,
10189306,600,195675295,,,
10190138,600,195675895,,,
10190150,525,195676420,,,
10191072,4952,195681372,,,
10191747,525,195681897,,,
10191871,600,195682497,,,
10192703,1275,195683772,,,
10192707,900,195684672,,,
10193213,1350,195686022,,,
10193217,825,195686847,,,
10194305,675,195687522,,,
10194429,825,195688347,,,
10195013,750,195689097,,,
10196217,525,195689622,,,
10197639,825,195690447,,,
10197755,1350,195691797,,,
10198599,1725,195693522,,,
10199485,900,195694422,,,
10199489,975,195695397,,,
10200321,525,195695922,,,
10200445,600,195696522,,,
10201859,600,195697122,,,
10201983,975,195698097,,,
10203071,750,195698847,,,
10203075,1650,195700497,,,
10203655,675,195701172,,,
10204859,900,195702072,,,
10205369,1350,195703422,,,
10206213,750,195704172,,,
10206329,825,195704997,,,
10207777,825,195705822,,,
10207837,450,195706272,,,
10208993,1800,195708072,,,
10209507,1350,195709422,,,
10210339,675,195710097,,,
10210399,2100,195712197,,,
10211739,900,195713097,,,
10211815,1125,195714222,,,
10212647,825,195715047,,,
10212699,450,195715497,,,
10214181,450,195715947,,,
10214233,450,195716397,,,
10215321,900,195717297,,,
10215397,1650,195718947,,,
10215455,2550,195721497,,,
10216611,675,195722172,,,
10216671,825,195722997,,,
10218145,975,195723972,,,
10218205,600,195724572,,,
10219037,1650,195726222,,,
10220453,450,195726672,,,
10220505,825,195727497,,,
10221337,2250,195729747,,,
10221413,1125,195730872,,,
10221851,1350,195732222,,,
10221927,2775,195734997,,,
10223015,825,195735822,,,
10223067,825,195736647,,,
10224430,1725,195738372,,,
10224466,1350,195739722,,,
10225554,450,195740172,,,
10225646,675,195740847,,,
10226064,675,195741522,,,
10226156,675,195742197,,,
10226988,900,195743097,,,
10227024,750,195743847,,,
10227944,975,195744822,,,
10228820,750,195745572,,,
10230358,900,195746472,,,
10231446,975,195747447,,,
10231530,600,195748047,,,
10232080,600,195748647,,,
10232172,900,195749547,,,
10233260,825,195750372,,,
10233296,675,195751047,,,
10234798,2047,195753094,,,
10234834,1200,195754294,,,
10235666,450,195754744,,,
10235758,975,195755719,,,
10236586,1125,195756844,,,
10237462,975,195757819,,,
10237546,675,195758494,,,
10237972,825,195759319,,,
10238056,600,195759919,,,
10239144,750,195760669,,,
10239188,757,195761426,,,
10240752,1800,195763226,,,
10241612,825,195764051,,,
10242098,675,195764726,,,
10242126,975,195765701,,,
10243314,975,195766676,,,
10244406,675,195767351,,,
10244426,450,195767801,,,
10245514,1425,195769226,,,
10245622,1125,195770351,,,
10247048,975,195771326,,,
10247156,900,195772226,,,
10247988,675,195772901,,,
10248008,675,195773576,,,
10248370,675,195774251,,,
10249230,1575,195775826,,,
10250764,1125,195776951,,,
10251952,1875,195778826,,,
10251980,450,195779276,,,
10253064,1125,195780401,,,
10253172,1575,195781976,,,
10254260,825,195782801,,,
10254280,900,195783701,,,
10254774,675,195784376,,,
10254794,675,195785051,,,
10255626,1875,195786926,,,
10255734,1125,195788051,,,
10257329,825,195788876,,,
10257357,1050,195789926,,,
10258189,675,195790601,,,
10258289,825,195791426,,,
10258703,900,195792326,,,
10258803,975,195793301,,,
10259891,825,195794126,,,
10259919,1425,195795551,,,
10260491,975,195796526,,,
10261601,456,195796982,,,
10261687,1350,195798332,,,
10263221,825,195799157,,,
10264073,1125,195800282,,,
10264181,825,195801107,,,
10264975,675,195801782,,,
10265075,825,195802607,,,
10265907,1200,195803807,,,
10265923,987,195804794,,,
10265935,1500,195806294,,,
10267441,1125,195807419,,,
10267469,825,195808244,,,
10268557,975,195809219,,,
10268657,900,195810119,,,
10269028,1444,195811563,,,
10269257,750,195812313,,,
10270453,825,195813138,,,
10270859,675,195813813,,,
10270967,1425,195815238,,,
10271819,1650,195816888,,,
10272845,1216,195818104,,,
10273299,1200,195819304,,,
10274479,525,195819829,,,
10274515,975,195820804,,,
10274989,675,195821479,,,
10275025,675,195822154,,,
10275857,975,195823129,,,
10277289,675,195823804,,,
10277333,600,195824404,,,
10278165,900,195825304,,,
10278249,1425,195826729,,,
10279703,2325,195829054,,,
10279787,2475,195831529,,,
10280875,600,195832129,,,
10280919,675,195832804,,,
10281005,825,195833629,,,
10281041,525,195834154,,,
10282221,600,195834754,,,
10283759,2550,195837304,,,
10284591,450,195837754,,,
10284627,975,195838729,,,
10285975,900,195839629,,,
10286059,1425,195841054,,,
10286891,600,195841654,,,
10286935,825,195842479,,,
10287401,900,195843379,,,
10287445,525,195843904,,,
10288533,2100,195846004,,,
10288617,2100,195848104,,,
10289273,600,195848704,,,
10290373,675,195849379,,,
10291911,825,195850204,,,
10292743,525,195850729,,,
10292859,825,195851554,,,
10294207,1125,195852679,,,
10294211,1275,195853954,,,
10295043,450,195854404,,,
10295167,450,195854854,,,
10295553,825,195855679,,,
10295677,975,195856654,,,
10296765,750,195857404,,,
10296769,750,195858154,,,
10297915,1800,195859954,,,
10299015,450,195860404,,,
10299525,1350,195861754,,,
10299641,975,195862729,,,
10300473,1200,195863929,,,
10301825,975,195864904,,,
10301949,825,195865729,,,
10302781,1350,195867079,,,
10302785,750,195867829,,,
10304319,975,195868804,,,
10304323,1425,195870229,,,
10305411,450,195870679,,,
10305535,675,195871354,,,
10305959,600,195871954,,,
10306011,525,195872479,,,
10306843,1350,195873829,,,
10306919,1875,195875704,,,
10308377,1275,195876979,,,
10308453,1061,195878040,,,
10309541,450,195878490,,,
10309593,975,195879465,,,
10310241,1950,195881415,,,
10311329,450,195881865,,,
10311389,600,195882465,,,
10311843,450,195882915,,,
